dataset,model,seed,fraction,lr,epochs,best_val_iou,test_loss,test_iou,test_dice,test_pixel_acc,per_class_iou,per_class_dice,latency_ms,num_params,param_memory_mb,peak_cuda_memory_mb,checkpoint_path,history_path,class_names,train_time_s
OxfordPet,deeplabv3plus_resnet34,42,1.0,0.0003,25,0.7903055902840436,0.27356026699153757,0.7976263305997291,0.8784300243322759,0.9298067256812342,"[0.9330304614462428, 0.8707072347865569, 0.5891412955663873]","[0.9649544986790876, 0.9300420619902737, 0.7402935123274651]",7.57675927998207,26711715,101.9,442.93,/kaggle/working/outputs_topic05/OxfordPet/checkpoints/best_OxfordPet_deeplabv3plus_resnet34_seed42_frac1p0_lr0p0003.pt,/kaggle/working/outputs_topic05/OxfordPet/history/history_OxfordPet_deeplabv3plus_resnet34_seed42_frac1p0_lr0p0003.csv,"[""background"", ""pet"", ""boundary""]",719.7083945274353
OxfordPet,deeplabv3plus_resnet34,42,0.5,0.0003,25,0.7793933121478496,0.2928116241473533,0.7848898606349312,0.869255959007496,0.9248306261775083,"[0.927774385604718, 0.8620909767763009, 0.5648042195237732]","[0.96209620748758, 0.9249962213969289, 0.7206754481379815]",7.6352720800059615,26711715,101.9,441.63,/kaggle/working/outputs_topic05/OxfordPet/checkpoints/best_OxfordPet_deeplabv3plus_resnet34_seed42_frac0p5_lr0p0003.pt,/kaggle/working/outputs_topic05/OxfordPet/history/history_OxfordPet_deeplabv3plus_resnet34_seed42_frac0p5_lr0p0003.csv,"[""background"", ""pet"", ""boundary""]",445.1902117729187
OxfordPet,deeplabv3plus_resnet34,42,0.25,0.0003,25,0.7672560042229251,0.3074120501466004,0.7757904101828195,0.8630410426858883,0.9199168428181628,"[0.9224309724694411, 0.8522484849830777, 0.5526917730959406]","[0.9592181359691625, 0.9192428012315309, 0.71066219085697]",7.591831419995287,26711715,101.9,442.17,/kaggle/working/outputs_topic05/OxfordPet/checkpoints/best_OxfordPet_deeplabv3plus_resnet34_seed42_frac0p25_lr0p0003.pt,/kaggle/working/outputs_topic05/OxfordPet/history/history_OxfordPet_deeplabv3plus_resnet34_seed42_frac0p25_lr0p0003.csv,"[""background"", ""pet"", ""boundary""]",253.82393193244934
OxfordPet,deeplabv3plus_resnet34,2025,1.0,0.0003,25,0.7882353499315785,0.2741846990344894,0.7990896658924694,0.8795318285483389,0.930018340023963,"[0.9329643463951978, 0.871787393944372, 0.5925172573378379]","[0.9649029693021278, 0.9306942838581488, 0.7429982324847411]",7.564545540008112,26711715,101.9,442.55,/kaggle/working/outputs_topic05/OxfordPet/checkpoints/best_OxfordPet_deeplabv3plus_resnet34_seed2025_frac1p0_lr0p0003.pt,/kaggle/working/outputs_topic05/OxfordPet/history/history_OxfordPet_deeplabv3plus_resnet34_seed2025_frac1p0_lr0p0003.csv,"[""background"", ""pet"", ""boundary""]",728.7885794639587
OxfordPet,deeplabv3plus_resnet34,2025,0.5,0.0003,25,0.7766929585576634,0.2884293276888696,0.7871628529728523,0.871092603237392,0.9253109224845292,"[0.9285134905266418, 0.8617721365855611, 0.5712029318063517]","[0.962513168945271, 0.924844729588447, 0.72591991117846]",7.593510480000987,26711715,101.9,442.64,/kaggle/working/outputs_topic05/OxfordPet/checkpoints/best_OxfordPet_deeplabv3plus_resnet34_seed2025_frac0p5_lr0p0003.pt,/kaggle/working/outputs_topic05/OxfordPet/history/history_OxfordPet_deeplabv3plus_resnet34_seed2025_frac0p5_lr0p0003.csv,"[""background"", ""pet"", ""boundary""]",409.5741808414459
OxfordPet,deeplabv3plus_resnet34,2025,0.25,0.0003,25,0.7669445551247986,0.308716533383221,0.7765651472563363,0.8637907793717473,0.9197453197064404,"[0.9224964553765946, 0.8516835827176334, 0.5555154036747789]","[0.9592313148501654, 0.9189603513090966, 0.713180671955981]",7.719869180000387,26711715,101.9,442.75,/kaggle/working/outputs_topic05/OxfordPet/checkpoints/best_OxfordPet_deeplabv3plus_resnet34_seed2025_frac0p25_lr0p0003.pt,/kaggle/working/outputs_topic05/OxfordPet/history/history_OxfordPet_deeplabv3plus_resnet34_seed2025_frac0p25_lr0p0003.csv,"[""background"", ""pet"", ""boundary""]",283.54668831825256
OxfordPet,deeplabv3plus_resnet34,3407,1.0,0.0003,25,0.7898950717875348,0.27167783802261986,0.7995050345572288,0.8797771959719828,0.9304668086853297,"[0.9337525234523928, 0.8723833995834948, 0.592379180635799]","[0.9653411371144524, 0.9310455157374062, 0.7429449350640897]",7.623993759989389,26711715,101.9,444.93,/kaggle/working/outputs_topic05/OxfordPet/checkpoints/best_OxfordPet_deeplabv3plus_resnet34_seed3407_frac1p0_lr0p0003.pt,/kaggle/working/outputs_topic05/OxfordPet/history/history_OxfordPet_deeplabv3plus_resnet34_seed3407_frac1p0_lr0p0003.csv,"[""background"", ""pet"", ""boundary""]",737.2198827266693
OxfordPet,deeplabv3plus_resnet34,3407,0.5,0.0003,25,0.7796553249520379,0.28929536205021683,0.7875481115392997,0.8713363010161823,0.925301814605638,"[0.9283159751111008, 0.8624616965151963, 0.5718666629916025]","[0.9623789553032743, 0.9252454360521077, 0.7263845116931628]",7.605286600010004,26711715,101.9,442.35,/kaggle/working/outputs_topic05/OxfordPet/checkpoints/best_OxfordPet_deeplabv3plus_resnet34_seed3407_frac0p5_lr0p0003.pt,/kaggle/working/outputs_topic05/OxfordPet/history/history_OxfordPet_deeplabv3plus_resnet34_seed3407_frac0p5_lr0p0003.csv,"[""background"", ""pet"", ""boundary""]",478.0743749141693
OxfordPet,deeplabv3plus_resnet34,3407,0.25,0.0003,25,0.7683115564106743,0.3081900240712804,0.7770534112455193,0.8640739433531703,0.9202050297323316,"[0.9234511310315385, 0.8511365270803072, 0.5565725756247124]","[0.9597292455869203, 0.918546863279995, 0.7139457211925926]",7.504298860003473,26711715,101.9,442.09,/kaggle/working/outputs_topic05/OxfordPet/checkpoints/best_OxfordPet_deeplabv3plus_resnet34_seed3407_frac0p25_lr0p0003.pt,/kaggle/working/outputs_topic05/OxfordPet/history/history_OxfordPet_deeplabv3plus_resnet34_seed3407_frac0p25_lr0p0003.csv,"[""background"", ""pet"", ""boundary""]",281.444317817688
KvasirSEG,unet_resnet34,42,1.0,0.0003,25,0.8984539628028869,0.1361602560679118,0.8833367458979289,0.9354581153392791,0.9660576375325521,"[0.9600614404678345, 0.8066120513280233]","[0.9795501605669658, 0.8913660701115926]",8.321094959974289,24451618,93.28,418.21,/kaggle/working/outputs_topic05/KvasirSEG/checkpoints/best_KvasirSEG_unet_resnet34_seed42_frac1p0_lr0p0003.pt,/kaggle/working/outputs_topic05/KvasirSEG/history/history_KvasirSEG_unet_resnet34_seed42_frac1p0_lr0p0003.csv,"[""background"", ""polyp""]",520.5690019130707
KvasirSEG,unet_resnet34,42,0.5,0.0003,25,0.8846724100907644,0.154389950633049,0.8732665212949117,0.929250628153483,0.962611083984375,"[0.9561652477582295, 0.7903677948315938]","[0.9774477767944336, 0.8810534795125325]",8.235853299993323,24451618,93.28,418.46,/kaggle/working/outputs_topic05/KvasirSEG/checkpoints/best_KvasirSEG_unet_resnet34_seed42_frac0p5_lr0p0003.pt,/kaggle/working/outputs_topic05/KvasirSEG/history/history_KvasirSEG_unet_resnet34_seed42_frac0p5_lr0p0003.csv,"[""background"", ""polyp""]",176.79890727996826
KvasirSEG,unet_resnet34,42,0.25,0.0003,25,0.868641578356425,0.18702958166599273,0.8624938587347667,0.922700530687968,0.9589593521753947,"[0.9519445260365804, 0.7730431914329529]","[0.9752577805519104, 0.8701432808240255]",8.437023119986407,24451618,93.28,416.59,/kaggle/working/outputs_topic05/KvasirSEG/checkpoints/best_KvasirSEG_unet_resnet34_seed42_frac0p25_lr0p0003.pt,/kaggle/working/outputs_topic05/KvasirSEG/history/history_KvasirSEG_unet_resnet34_seed42_frac0p25_lr0p0003.csv,"[""background"", ""polyp""]",376.2009608745575
KvasirSEG,unet_resnet34,2025,1.0,0.0003,25,0.8859365793069204,0.14008695463339488,0.878813677628835,0.9331529076894124,0.9640561938285828,"[0.957435139020284, 0.8001922162373861]","[0.9781929214795431, 0.8881128938992818]",8.199604140027077,24451618,93.28,418.09,/kaggle/working/outputs_topic05/KvasirSEG/checkpoints/best_KvasirSEG_unet_resnet34_seed2025_frac1p0_lr0p0003.pt,/kaggle/working/outputs_topic05/KvasirSEG/history/history_KvasirSEG_unet_resnet34_seed2025_frac1p0_lr0p0003.csv,"[""background"", ""polyp""]",422.5684587955475
KvasirSEG,unet_resnet34,2025,0.5,0.0003,25,0.8779810992876689,0.15519064009189606,0.8769743951161703,0.931672656138738,0.9645829280217488,"[0.9584265716870626, 0.7955222185452779]","[0.9787083911895752, 0.8846369210879008]",8.433561319980072,24451618,93.28,417.09,/kaggle/working/outputs_topic05/KvasirSEG/checkpoints/best_KvasirSEG_unet_resnet34_seed2025_frac0p5_lr0p0003.pt,/kaggle/working/outputs_topic05/KvasirSEG/history/history_KvasirSEG_unet_resnet34_seed2025_frac0p5_lr0p0003.csv,"[""background"", ""polyp""]",242.1383159160614
KvasirSEG,unet_resnet34,2025,0.25,0.0003,25,0.8483389544487,0.22147085189819335,0.8482079990704854,0.913016756772995,0.9542865006128947,"[0.9469345005353292, 0.7494814976056416]","[0.9725279275576274, 0.8535055859883627]",8.559655099961674,24451618,93.28,417.09,/kaggle/working/outputs_topic05/KvasirSEG/checkpoints/best_KvasirSEG_unet_resnet34_seed2025_frac0p25_lr0p0003.pt,/kaggle/working/outputs_topic05/KvasirSEG/history/history_KvasirSEG_unet_resnet34_seed2025_frac0p25_lr0p0003.csv,"[""background"", ""polyp""]",283.166095495224
KvasirSEG,unet_resnet34,3407,1.0,0.0003,25,0.8856332004070282,0.13394068757692973,0.8869003466765086,0.9375649023056031,0.9674713150660197,"[0.9617746965090433, 0.8120259968439738]","[0.9804033501942953, 0.8947264544169108]",8.40165049994539,24451618,93.28,417.09,/kaggle/working/outputs_topic05/KvasirSEG/checkpoints/best_KvasirSEG_unet_resnet34_seed3407_frac1p0_lr0p0003.pt,/kaggle/working/outputs_topic05/KvasirSEG/history/history_KvasirSEG_unet_resnet34_seed3407_frac1p0_lr0p0003.csv,"[""background"", ""polyp""]",333.6838262081146
KvasirSEG,unet_resnet34,3407,0.5,0.0003,25,0.874085255463918,0.155775874654452,0.875563372373581,0.9307033483187358,0.9630492154757182,"[0.9564882850646973, 0.7946384596824646]","[0.9776359899838766, 0.8837707066535949]",8.388090160005959,24451618,93.28,417.09,/kaggle/working/outputs_topic05/KvasirSEG/checkpoints/best_KvasirSEG_unet_resnet34_seed3407_frac0p5_lr0p0003.pt,/kaggle/working/outputs_topic05/KvasirSEG/history/history_KvasirSEG_unet_resnet34_seed3407_frac0p5_lr0p0003.csv,"[""background"", ""polyp""]",237.65578246116638
KvasirSEG,unet_resnet34,3407,0.25,0.0003,25,0.854003598690033,0.2085956350962321,0.8466454680760701,0.9122102252642313,0.9530603043238322,"[0.945297699769338, 0.7479932363828024]","[0.9716428470611572, 0.8527776034673055]",8.37384442005714,24451618,93.28,417.09,/kaggle/working/outputs_topic05/KvasirSEG/checkpoints/best_KvasirSEG_unet_resnet34_seed3407_frac0p25_lr0p0003.pt,/kaggle/working/outputs_topic05/KvasirSEG/history/history_KvasirSEG_unet_resnet34_seed3407_frac0p25_lr0p0003.csv,"[""background"", ""polyp""]",196.73877215385437
KvasirSEG,segnet_vgg16,42,1.0,0.0003,25,0.8856280366579692,0.14746415932973225,0.8745343144734701,0.930071835120519,0.9632083137830099,"[0.9567861247062683, 0.7922825042406718]","[0.9778192567825318, 0.8823244134585063]",19.841229480007314,29476418,112.44,566.63,/kaggle/working/outputs_topic05/KvasirSEG/checkpoints/best_KvasirSEG_segnet_vgg16_seed42_frac1p0_lr0p0003.pt,/kaggle/working/outputs_topic05/KvasirSEG/history/history_KvasirSEG_segnet_vgg16_seed42_frac1p0_lr0p0003.csv,"[""background"", ""polyp""]",474.0543394088745
KvasirSEG,segnet_vgg16,42,0.5,0.0003,25,0.8714369257291158,0.15341915686925253,0.8717773906389872,0.9284448699156443,0.9623099772135416,"[0.955836702187856, 0.7877180790901184]","[0.9773186643918356, 0.8795710754394531]",19.83589800001937,29476418,112.44,568.13,/kaggle/working/outputs_topic05/KvasirSEG/checkpoints/best_KvasirSEG_segnet_vgg16_seed42_frac0p5_lr0p0003.pt,/kaggle/working/outputs_topic05/KvasirSEG/history/history_KvasirSEG_segnet_vgg16_seed42_frac0p5_lr0p0003.csv,"[""background"", ""polyp""]",324.85479712486267
KvasirSEG,segnet_vgg16,42,0.25,0.0003,25,0.8323597959677378,0.19866154591242471,0.8371169221401215,0.9062807130813598,0.9513932299613953,"[0.943720920085907, 0.7305129241943359]","[0.970828808148702, 0.8417326180140178]",19.70021385997825,29476418,112.44,568.51,/kaggle/working/outputs_topic05/KvasirSEG/checkpoints/best_KvasirSEG_segnet_vgg16_seed42_frac0p25_lr0p0003.pt,/kaggle/working/outputs_topic05/KvasirSEG/history/history_KvasirSEG_segnet_vgg16_seed42_frac0p25_lr0p0003.csv,"[""background"", ""polyp""]",159.84188723564148
KvasirSEG,segnet_vgg16,2025,1.0,0.0003,25,0.8811447465419769,0.13912544548511505,0.8810434222221375,0.9339552438259124,0.9646306355794271,"[0.9582080856959025, 0.8038787587483724]","[0.9785438243548076, 0.8893666632970174]",19.84369935998984,29476418,112.44,570.13,/kaggle/working/outputs_topic05/KvasirSEG/checkpoints/best_KvasirSEG_segnet_vgg16_seed2025_frac1p0_lr0p0003.pt,/kaggle/working/outputs_topic05/KvasirSEG/history/history_KvasirSEG_segnet_vgg16_seed2025_frac1p0_lr0p0003.csv,"[""background"", ""polyp""]",534.945568561554
KvasirSEG,segnet_vgg16,2025,0.5,0.0003,25,0.8713305274645488,0.1503875861565272,0.8793186914920806,0.933225402434667,0.9642521174748738,"[0.9578735240300497, 0.8007638589541117]","[0.9783709176381429, 0.888079887231191]",20.02556468003604,29476418,112.44,569.63,/kaggle/working/outputs_topic05/KvasirSEG/checkpoints/best_KvasirSEG_segnet_vgg16_seed2025_frac0p5_lr0p0003.pt,/kaggle/working/outputs_topic05/KvasirSEG/history/history_KvasirSEG_segnet_vgg16_seed2025_frac0p5_lr0p0003.csv,"[""background"", ""polyp""]",383.408700466156
KvasirSEG,segnet_vgg16,2025,0.25,0.0003,25,0.84294983903567,0.18793664415677389,0.8522632928689321,0.9160371430714925,0.954858603477478,"[0.9473256119092306, 0.7572009738286336]","[0.9727013794581095, 0.8593729066848755]",20.26660459996492,29476418,112.44,568.63,/kaggle/working/outputs_topic05/KvasirSEG/checkpoints/best_KvasirSEG_segnet_vgg16_seed2025_frac0p25_lr0p0003.pt,/kaggle/working/outputs_topic05/KvasirSEG/history/history_KvasirSEG_segnet_vgg16_seed2025_frac0p25_lr0p0003.csv,"[""background"", ""polyp""]",379.8788390159607
KvasirSEG,segnet_vgg16,3407,1.0,0.0003,23,0.8750335315863291,0.14848288238048554,0.8671078312397004,0.9255583763122559,0.960157979329427,"[0.9532484364509582, 0.7809672260284424]","[0.9758932606379191, 0.8752234919865927]",19.76340569999593,29476418,112.44,568.51,/kaggle/working/outputs_topic05/KvasirSEG/checkpoints/best_KvasirSEG_segnet_vgg16_seed3407_frac1p0_lr0p0003.pt,/kaggle/working/outputs_topic05/KvasirSEG/history/history_KvasirSEG_segnet_vgg16_seed3407_frac1p0_lr0p0003.csv,"[""background"", ""polyp""]",436.71650314331055
KvasirSEG,segnet_vgg16,3407,0.5,0.0003,25,0.866016667286555,0.1543707686662674,0.8663454306125641,0.9252537707487742,0.9613223266601563,"[0.954730110168457, 0.7779607510566712]","[0.9767546550432841, 0.8737528864542643]",19.89776360001997,29476418,112.44,567.13,/kaggle/working/outputs_topic05/KvasirSEG/checkpoints/best_KvasirSEG_segnet_vgg16_seed3407_frac0p5_lr0p0003.pt,/kaggle/working/outputs_topic05/KvasirSEG/history/history_KvasirSEG_segnet_vgg16_seed3407_frac0p5_lr0p0003.csv,"[""background"", ""polyp""]",266.62526774406433
